Unnamed: 0,title,price,city,datetime,nb_rooms,nb_baths,surface_area,equipement,link
173,vente manifique appartement 116 mettre,1300000.0,Casablanca,2024-11-05 13:59:45,2,2,116.0,"Ascenseur, Chauffage, Concierge, Cuisine Équipée, Sécurité",https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/vente_manifique_appartement_116_mettre__55740068.htm
174,Appartement à vendre 121 m² à Casablanca,1420000.0,Casablanca,2024-11-05 13:59:23,3,2,0.0,"Ascenseur, Balcon, Concierge, Parking, Sécurité",https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_%C3%A0_vendre_121_m%C2%B2_%C3%A0_Casablanca_55495144.htm
175,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jXq?utm_source=avito_integration&utm_medium=listing_integration
176,Appartement à vendre 80 m² à Casablanca,1478000.0,Casablanca,2024-11-05 13:50:22,2,2,80.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/franceville/appartements/Appartement_%C3%A0_vendre_80_m%C2%B2_%C3%A0_Casablanca_55144722.htm
177,Appartement à vendre 95 m² à Casablanca,10000.0,Casablanca,2024-11-05 13:54:08,3,2,95.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Casablanca_55002595.htm
178,Appartement à vendre 109 m² à Casablanca,1050000.0,Casablanca,2024-11-05 13:54:02,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_109_m%C2%B2_%C3%A0_Casablanca_55553040.htm
179,Bel appartement 2Chs 80m2 Maarif Extension,1150000.0,Casablanca,2024-11-05 13:52:07,2,2,80.0,"Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/maarif/appartements/Bel_appartement_2Chs_80m2_Maarif_Extension_55694565.htm
180,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jXG?utm_source=avito_integration&utm_medium=listing_integration
181,Appartement à vendre 88 m² à Casablanca,830000.0,Casablanca,2024-11-05 13:38:08,2,1,0.0,"Ascenseur, Balcon, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_88_m%C2%B2_%C3%A0_Casablanca_54641524.htm
182,Appartement à vendre 38 m² à Marrakech,608000.0,Marrakech,2024-11-05 13:29:42,1,1,0.0,"Ascenseur, Balcon, Parking",https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_38_m%C2%B2_%C3%A0_Marrakech_55636187.htm
183,Appartement à vendre 97 m² à Casablanca,1440000.0,Casablanca,2024-11-05 13:29:08,2,1,109.0,"Ascenseur, Concierge, Cuisine Équipée, Meublé, Parking",https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca_55702357.htm
184,Appartement à vendre 94 m² à Casablanca,1020000.0,Casablanca,2024-11-05 13:08:13,2,2,94.0,"Ascenseur, Climatisation, Concierge, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/Appartement_%C3%A0_vendre_94_m%C2%B2_%C3%A0_Casablanca_55712939.htm
185,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jYP?utm_source=avito_integration&utm_medium=listing_integration
186,Appartement à vendre à Val Fleury Casablanca,1590000.0,Casablanca,2024-11-05 12:54:20,3,2,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/val_fleuri/appartements/Appartement_%C3%A0_vendre_%C3%A0_Val_Fleury_Casablanca_53092817.htm
187,Appartement à vendre 102 m² à Nouaceur,877200.0,Nouaceur,2024-11-05 12:52:02,3,2,102.0,"Ascenseur, Balcon, Parking, Sécurité",https://www.avito.ma/fr/nouaceur/appartements/Appartement_%C3%A0_vendre_102_m%C2%B2_%C3%A0_Nouaceur_55499152.htm
188,Appartement à vendre 131 m² à Marrakech,1900000.0,Marrakech,2024-11-05 12:55:55,3,2,131.0,"Ascenseur, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_%C3%A0_vendre_131_m%C2%B2_%C3%A0_Marrakech_54926500.htm
189,Appartement à vendre 54 m² à Casablanca,500000.0,Casablanca,2024-11-05 12:51:20,2,1,0.0,"Sécurité, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_54_m%C2%B2_%C3%A0_Casablanca_54903537.htm
190,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jsD?utm_source=avito_integration&utm_medium=listing_integration
191,Projet D'Appartements Sur Route De Casablanca,960000.0,Marrakech,2024-11-05 12:53:00,2,1,0.0,"Ascenseur, Concierge, Cuisine Équipée, Sécurité, Terrasse",https://www.avito.ma/fr/route_de_casablanca/appartements/Projet_D_Appartements_Sur_Route_De_Casablanca_55325981.htm
192,Appartement à vendre à 2Mars à Casablanca,2070000.0,Casablanca,2024-11-05 12:49:44,3,2,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_%C3%A0_2Mars_%C3%A0_Casablanca_55628302.htm
193,Appartement à vendre 59 m² à Casablanca,410000.0,Casablanca,2024-11-05 12:52:39,2,1,59.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_59_m%C2%B2_%C3%A0_Casablanca_55739675.htm
194,Appartement à vendre à 2Mars Casablanca,2150000.0,Casablanca,2024-11-05 12:46:51,3,2,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_%C3%A0_2Mars_Casablanca_54603983.htm
195,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/job?utm_source=avito_integration&utm_medium=listing_integration
196,Appartement à vendre 46 m² à Casablanca,1150000.0,Casablanca,2024-11-05 12:49:50,1,1,46.0,"Ascenseur, Chauffage, Climatisation, Concierge, Cuisine Équipée, Meublé, Parking, Sécurité",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_46_m%C2%B2_%C3%A0_Casablanca_55635862.htm
197,Appartement à vendre à Racine Casablanca,5660000.0,Casablanca,2024-11-05 12:41:55,3,2,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/racine/appartements/Appartement_%C3%A0_vendre_%C3%A0_Racine_Casablanca_55279120.htm
198,Appartement à vendre 59 m² à Casablanca,410000.0,Casablanca,2024-11-05 12:34:19,2,1,59.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_59_m%C2%B2_%C3%A0_Casablanca_55739566.htm
199,Appartement à vendre 120 m² à Casablanca,1050000.0,Casablanca,2024-11-05 12:33:58,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/mers_sultan/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Casablanca_55739562.htm
200,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/joZ?utm_source=avito_integration&utm_medium=listing_integration
201,Appartement à vendre 76 m² à Casablanca,749000.0,Casablanca,2024-11-05 12:32:22,2,2,76.0,"Balcon, Concierge, Cuisine Équipée, Sécurité, Terrasse",https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_Casablanca_55023349.htm
202,Appartement à vendre 82 m² à Casablanca,752400.0,Casablanca,2024-11-05 12:30:17,2,2,82.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Casablanca_51209148.htm
203,Appartement à vendre 40 m² à Casablanca,470000.0,Casablanca,2024-11-05 12:25:56,2,2,40.0,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_40_m%C2%B2_%C3%A0_Casablanca_50856586.htm
204,Appartement à vendre 82 m² à Casablanca,752400.0,Casablanca,2024-11-05 12:24:02,2,2,82.0,"Balcon, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_82_m%C2%B2_%C3%A0_Casablanca_54052914.htm
205,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jCx?utm_source=avito_integration&utm_medium=listing_integration
206,Magnifique Appartement à vendre à Oasis,2600000.0,Casablanca,2024-11-06 12:19:45,3,3,155.0,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/oasis/appartements/Magnifique_Appartement_%C3%A0_vendre_%C3%A0_Oasis_55634976.htm
207,Appartement à vendre 76 m² à Casablanca,749000.0,Casablanca,2024-11-06 12:18:56,2,2,76.0,"Balcon, Concierge, Cuisine Équipée, Sécurité",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_Casablanca_50341498.htm
208,CMN-MA-1785 - Appartement à vendre à Les princesses,2000000.0,Casablanca,2024-11-05 12:10:51,3,2,117.0,"Ascenseur, Parking",https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1785___Appartement_%C3%A0_vendre_%C3%A0_Les_princesses_55739439.htm
209,Appartement à vendre 116 m² à Casablanca,1050000.0,Casablanca,2024-11-06 12:15:15,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_116_m%C2%B2_%C3%A0_Casablanca_51851919.htm
210,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jXd?utm_source=avito_integration&utm_medium=listing_integration
211,Appartement à vendre 76 m² à Casablanca,749000.0,Casablanca,2024-11-06 12:13:28,2,2,76.0,"Balcon, Climatisation, Concierge, Cuisine Équipée",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_76_m%C2%B2_%C3%A0_Casablanca_51190413.htm
212,Appartement à vendre à Casablanca,402500.0,Casablanca,2024-11-06 12:14:13,2,2,42.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_%C3%A0_vendre_%C3%A0_Casablanca__55331719.htm
213,Appartement à vendre 86 m² à Casablanca,995000.0,Casablanca,2024-11-05 11:55:20,2,1,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/hay_inara/appartements/Appartement_%C3%A0_vendre_86_m%C2%B2_%C3%A0_Casablanca_55739373.htm
214,Appartement à vendre 83 m² à Casablanca,950000.0,Casablanca,2024-11-05 11:48:43,2,1,90.0,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Sécurité, Terrasse",https://www.avito.ma/fr/bourgogne/appartements/Appartement_%C3%A0_vendre_83_m%C2%B2_%C3%A0_Casablanca_54562982.htm
215,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/1LU?utm_source=avito_integration&utm_medium=listing_integration
216,Appartement à vendre 55 m² à Casablanca,370000.0,Casablanca,2024-11-05 11:40:25,2,1,55.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_55_m%C2%B2_%C3%A0_Casablanca_55739280.htm
217,Appartement à vendre 110 m² à Casablanca,1500000.0,Casablanca,2024-11-05 11:01:10,3,0,0.0,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_vendre_110_m%C2%B2_%C3%A0_Casablanca_55739069.htm
218,Appartement à vendre 79 m² à Casablanca Gauthier,1500000.0,Casablanca,2024-11-05 11:00:08,2,1,79.0,"Ascenseur, Balcon, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/gauthier/appartements/Appartement_%C3%A0_vendre_79_m%C2%B2_%C3%A0_Casablanca_Gauthier_55739061.htm
219,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jCs?utm_source=avito_integration&utm_medium=listing_integration
220,Appartement à vendre 87 m² à Casablanca Anfa,900000.0,Casablanca,2024-11-05 10:54:42,2,1,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/anfa/appartements/Appartement_%C3%A0_vendre_87_m%C2%B2_%C3%A0_Casablanca_Anfa_55739031.htm
221,Appartement à vendre 101 m² à Benjdia Casablanca,900000.0,Casablanca,2024-11-05 10:49:11,2,2,101.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/ben_ejdia/appartements/Appartement_%C3%A0_vendre_101_m%C2%B2_%C3%A0_Benjdia_Casablanca_55603659.htm
222,Appartement à vendre 65 m² à Casablanca,580000.0,Casablanca,2024-11-05 10:09:12,2,1,78.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Casablanca_55738764.htm
223,Appartement à vendre 120 m² à Casablanca,1050000.0,Casablanca,2024-11-05 09:41:30,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_120_m%C2%B2_%C3%A0_Casablanca_55738647.htm
224,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/j0M?utm_source=avito_integration&utm_medium=listing_integration
225,Appartement de 163 m² au quartier des hôpitaux,2080000.0,Casablanca,2024-11-05 09:27:15,3,2,185.0,"Ascenseur, Balcon, Climatisation, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/quartier_des_h%C3%B4pitaux/appartements/Appartement_de_163_m%C2%B2_au_quartier_des_h%C3%B4pitaux__53300064.htm
226,Appartement à vendre 65 m² à Casablanca,2500.0,Casablanca,2024-11-04 21:54:48,3,2,65.0,Cuisine Équipée,https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Casablanca_55737676.htm
227,Appartement à vendre 50 m² Casaport,1300000.0,Casablanca,2024-11-04 21:47:15,1,1,50.0,"Ascenseur, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/sidi_belyout/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_Casaport_55737628.htm
228,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-11-04 21:35:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55737578.htm
229,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jmK?utm_source=avito_integration&utm_medium=listing_integration
230,Appartement à vendre 50 m² à Casablanca,400000.0,Casablanca,2024-11-04 21:31:58,2,1,55.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55737555.htm
231,Bel Appartement 59m² à AinSbaa Casablanca,620000.0,Casablanca,2024-11-04 21:11:58,2,1,0.0,"Ascenseur, Cuisine Équipée",https://www.avito.ma/fr/ain_sebaa/appartements/Bel_Appartement_59m%C2%B2_%C3%A0_AinSbaa_Casablanca_55737484.htm
232,Appartement à vendre 50 m² à Casablanca,320000.0,Casablanca,2024-11-04 20:51:01,2,1,55.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/errahma/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55737419.htm
233,Appartement à vendre 50 m² à Casablanca,380000.0,Casablanca,2024-11-04 19:56:24,2,1,50.0,"Ascenseur, Cuisine Équipée, Meublé, Parking, Sécurité",https://www.avito.ma/fr/route_d'azemmour/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55737278.htm
234,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jXt?utm_source=avito_integration&utm_medium=listing_integration
235,Appartement à vendre 50 m² à Casablanca,270000.0,Casablanca,2024-11-04 19:34:13,2,1,49.0,"Balcon, Concierge",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_50_m%C2%B2_%C3%A0_Casablanca_55733171.htm
236,61538-Vente Appt à Casablanca Belvedere (Roches No,1500000.0,Casablanca,2024-11-04 18:55:55,3,2,108.0,"Ascenseur, Balcon, Parking, Sécurité",https://www.avito.ma/fr/belv%C3%A9d%C3%A8re/appartements/61538_Vente_Appt_%C3%A0_Casablanca_Belvedere__Roches_No_55737094.htm
237,NEW-OASIS2 - Appartement à vendre à Oasis,925000.0,Casablanca,2024-11-04 18:25:27,1,1,38.0,"Ascenseur, Parking",https://www.avito.ma/fr/oasis/appartements/NEW_OASIS2___Appartement_%C3%A0_vendre_%C3%A0_Oasis_55736947.htm
238,Appartement à vendre 142 m² à Casablanca,6000000.0,Casablanca,2024-11-04 17:42:48,2,3,142.0,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Meublé, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/a%C3%AFn_diab/appartements/Appartement_%C3%A0_vendre_142_m%C2%B2_%C3%A0_Casablanca_50507466.htm
239,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jFh?utm_source=avito_integration&utm_medium=listing_integration
240,Appartement à vendre 49 m² à Casablanca,480000.0,Casablanca,2024-11-04 15:29:38,2,1,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_%C3%A0_vendre_49_m%C2%B2_%C3%A0_Casablanca_55736244.htm
241,Appartement à vendre 103 m² à Casablanca,950000.0,Casablanca,2024-11-04 15:06:00,3,2,110.0,Cuisine Équipée,https://www.avito.ma/fr/hay_chrifa/appartements/Appartement_%C3%A0_vendre_103_m%C2%B2_%C3%A0_Casablanca_55736143.htm
242,Appartement à vendre 93 m² à Casablanca,1050000.0,Casablanca,2024-11-04 13:50:49,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/Appartement_%C3%A0_vendre_93_m%C2%B2_%C3%A0_Casablanca_55735770.htm
243,Appartement à vendre 74 m² à Casablanca,1050000.0,Casablanca,2024-11-04 13:42:14,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/roches_noires/appartements/Appartement_%C3%A0_vendre_74_m%C2%B2_%C3%A0_Casablanca_55735704.htm
244,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jh6?utm_source=avito_integration&utm_medium=listing_integration
245,Appartement à vendre 95 m² à Casablanca,1500000.0,Casablanca,2024-11-04 13:37:54,2,2,95.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/bachkou/appartements/Appartement_%C3%A0_vendre_95_m%C2%B2_%C3%A0_Casablanca_55735678.htm
246,Appartement à vendre 64 m² à Casablanca,480000.0,Casablanca,2024-11-04 12:41:11,2,1,64.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/hay_albaraka/appartements/Appartement_%C3%A0_vendre_64_m%C2%B2_%C3%A0_Casablanca_55717657.htm
247,CMN-SI-1652 - Appartement à vendre à Moulay Youssef,2600000.0,Casablanca,2024-11-04 12:04:56,3,2,181.0,"Balcon, Terrasse",https://www.avito.ma/fr/autre_secteur/appartements/CMN_SI_1652___Appartement_%C3%A0_vendre_%C3%A0_Moulay_Youssef_55735283.htm
248,Appartement à vendre 51 m² à Casablanca,809000.0,Casablanca,2024-11-04 11:47:19,1,1,51.0,"Ascenseur, Balcon, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/beaus%C3%A9jour/appartements/Appartement_%C3%A0_vendre_51_m%C2%B2_%C3%A0_Casablanca_54344505.htm
249,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/4qW?utm_source=avito_integration&utm_medium=listing_integration
250,Appartement à vendre 89 m² à Casablanca,820000.0,Casablanca,2024-11-04 11:18:49,3,2,89.0,"Ascenseur, Cuisine Équipée, Parking, Terrasse",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_89_m%C2%B2_%C3%A0_Casablanca_55735046.htm
251,CMN-HA-1656 - Appartement à vendre à Beauséjour,1600000.0,Casablanca,2024-11-04 11:04:13,2,2,122.0,"Balcon, Parking, Terrasse",https://www.avito.ma/fr/beaus%C3%A9jour/appartements/CMN_HA_1656___Appartement_%C3%A0_vendre_%C3%A0_Beaus%C3%A9jour_55734956.htm
252,Appartement à vendre 96 m² à Casablanca,620000.0,Casablanca,2024-11-04 10:51:14,2,2,110.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_bernoussi/appartements/Appartement_%C3%A0_vendre_96_m%C2%B2_%C3%A0_Casablanca_54206818.htm
253,CMN-MA-1784 - Appartement à vendre à Oasis,1100000.0,Casablanca,2024-11-04 10:34:23,1,1,40.0,Ascenseur,https://www.avito.ma/fr/oasis/appartements/CMN_MA_1784___Appartement_%C3%A0_vendre_%C3%A0_Oasis_55734769.htm
254,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/ji5?utm_source=avito_integration&utm_medium=listing_integration
255,Appartement à 2 mars Casablanca près de McDonalds,1050000.0,Urgent,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_2_mars_Casablanca_pr%C3%A8s_de_McDonalds__55707826.htm
256,Appartement à vendre 49 m² à Casablanca,300000.0,Casablanca,2024-11-04 09:24:18,1,1,49.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/lissasfa/appartements/Appartement_%C3%A0_vendre_49_m%C2%B2_%C3%A0_Casablanca_55734368.htm
257,Appartement à vendre sur 2 Mars Casablanca,1320000.0,Casablanca,2024-11-03 22:29:39,2,2,88.0,"Ascenseur, Balcon, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité, Terrasse",https://www.avito.ma/fr/2_mars/appartements/Appartement_%C3%A0_vendre_sur_2_Mars_Casablanca_55706520.htm
258,Appartement à vendre 75 m² à Casablanca Princesses,1250000.0,Casablanca,2024-11-03 21:52:24,2,1,74.0,"Ascenseur, Chauffage, Climatisation, Concierge, Cuisine Équipée, Parking, Sécurité",https://www.avito.ma/fr/maarif/appartements/Appartement_%C3%A0_vendre_75_m%C2%B2_%C3%A0_Casablanca_Princesses_55711540.htm
259,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/jag?utm_source=avito_integration&utm_medium=listing_integration
260,Appartement à vendre 60 m² à Casablanca,400000.0,Casablanca,2024-11-03 21:31:25,2,1,60.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_60_m%C2%B2_%C3%A0_Casablanca_50987346.htm
261,Appartement à vendre à Casablanca,280000.0,Casablanca,2024-11-03 21:15:19,2,1,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/oulfa/appartements/Appartement_%C3%A0_vendre_%C3%A0_Casablanca_55733484.htm
262,Appartement à vendre 70 m² à Casablanca,700000.0,Casablanca,2024-11-03 21:14:06,2,1,70.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/a%C3%AFn_chock/appartements/Appartement_%C3%A0_vendre_70_m%C2%B2_%C3%A0_Casablanca_55733473.htm
263,Appartement à vendre 50 m² à Casablanca,1050000.0,Casablanca,2024-10-04 12:22:09,0,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://immoneuf.avito.ma/fr/unite/470?utm_source=avito_integration&utm_medium=listing_integration
264,Appartement à vendre 56 m² à Casablanca,1100000.0,Casablanca,2024-11-03 19:31:02,4,0,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sbata/appartements/Appartement_%C3%A0_vendre_56_m%C2%B2_%C3%A0_Casablanca_55733198.htm
265,Appartement à vendre 65 m² à Casablanca,550000.0,Casablanca,2024-11-03 19:18:43,2,2,0.0,"Ascenseur, Balcon, Parking, Terrasse",https://www.avito.ma/fr/sidi_othmane/appartements/Appartement_%C3%A0_vendre_65_m%C2%B2_%C3%A0_Casablanca_55733149.htm
266,Appartement à vendre 97 m² à Casablanca,650000.0,Casablanca,2024-11-03 17:59:34,2,2,103.0,"Balcon, Cuisine Équipée, Meublé, Parking",https://www.avito.ma/fr/sidi_moumen/appartements/Appartement_%C3%A0_vendre_97_m%C2%B2_%C3%A0_Casablanca_55732911.htm
